date,equity,return,benchmark_return,leverage,cost,cash_weight,C0_w,C1_w,C2_w,C3_w,C4_w,C5_w,C6_w,C7_w,C8_w,C9_w
2020-07-20,99.78105554508511,-0.002189444549148902,0.0,2.0,0.0018342210352420808,0.082889445,0.082889445,0.082889445,0.082889445,0.106545314,0.082889445,0.10482216,0.093284994,0.08951533,0.082889445,0.10849546
2020-07-21,100.18191127369579,0.004017390310764313,0.0,2.0,0.000175990498973988,0.078992486,0.078992486,0.078992486,0.078992486,0.1309293,0.078992486,0.078992486,0.08286608,0.1531266,0.08013059,0.078992486
2020-07-22,100.12131444788122,-0.0006048947689123452,0.0,2.0,0.00011156508844578639,0.071468726,0.071468726,0.071468726,0.071468726,0.12028933,0.071468726,0.071468726,0.08331313,0.17826621,0.08559932,0.103719644
2020-07-23,99.6638249521932,-0.004569350276142359,0.0,2.0,0.00014042312977835536,0.06882156,0.06882156,0.06882156,0.06882156,0.10845261,0.06882156,0.06882156,0.06882156,0.1613806,0.07448464,0.17393117
2020-07-24,99.20910309556243,-0.004562536720186472,0.0,2.0,0.00022361330047715455,0.07362431,0.07362431,0.07362431,0.07362431,0.08526265,0.07362431,0.12561126,0.07362431,0.07362431,0.07362431,0.20013164
2020-07-26,99.38681028883143,0.0017911802278831601,0.0,2.0,9.142727503785864e-05,0.06927147,0.06927147,0.0758231,0.06927147,0.08185118,0.06927147,0.16912611,0.06927147,0.06927147,0.06927147,0.18829939
2020-07-27,100.04605915168227,0.006633155979216099,0.0,2.0,0.00010544324322836474,0.06384648,0.06384648,0.102183156,0.06384648,0.10378614,0.06384648,0.17355272,0.06384648,0.06384648,0.06384648,0.17355272
2020-07-28,99.80555693655633,-0.0024039207492023706,0.0,2.0,0.00010903110523940995,0.06756047,0.06756047,0.10492644,0.06756047,0.11946474,0.06756047,0.18364841,0.06756047,0.06756047,0.06756047,0.11903715
2020-07-29,99.68328971345346,-0.0012250288855284452,0.0,2.0,0.00014663774345535785,0.067110606,0.067110606,0.1152845,0.067110606,0.18242554,0.067110606,0.14072362,0.067110606,0.067110606,0.067110606,0.09179213
2020-07-30,100.87636039779474,0.011968621052801609,0.0,2.0,0.0001934666361194104,0.07706435,0.07706435,0.096938215,0.07706435,0.20948264,0.07706435,0.07706435,0.07706435,0.07706435,0.07706435,0.07706435
2020-07-31,100.80573522796725,-0.0007000944460742176,0.008654318,2.0,0.00013677302922587842,0.07292444,0.07292444,0.07292444,0.07292444,0.1982292,0.07292444,0.07292444,0.07292444,0.14545089,0.07292444,0.07292444
2020-08-02,101.00995178743267,0.00202583777718246,0.0,2.0,0.00011316344898659736,0.07737354,0.07737354,0.07737354,0.07737354,0.14164743,0.07737354,0.07737354,0.07737354,0.16199067,0.07737354,0.07737354
2020-08-03,101.29806456090091,0.0028523204382508993,0.0,2.0,0.0001764226908562705,0.086962685,0.086962685,0.086962685,0.086962685,0.12846407,0.088871755,0.086962685,0.086962685,0.086962685,0.086962685,0.086962685
2020-08-04,100.78469158904699,-0.005067944526672363,0.0,2.0,0.00012064858310623094,0.08147364,0.08147364,0.08147364,0.1387516,0.10656314,0.09722352,0.08147364,0.08147364,0.08147364,0.08714635,0.08147364
2020-08-05,100.61692751650912,-0.0016645998694002628,0.0,2.0,0.00013199581007938832,0.084039636,0.084039636,0.084039636,0.084039636,0.14428271,0.08593754,0.084039636,0.084039636,0.084039636,0.09746268,0.084039636
2020-08-06,101.1274722361742,0.005074201617389917,0.0,2.0,0.00013601878890767694,0.07809791,0.07809791,0.07809791,0.07809791,0.21229213,0.07809791,0.07809791,0.07809791,0.07809791,0.08482675,0.07809791
2020-08-07,101.03836523403109,-0.0008811532170511782,0.0,2.0,0.00011120818089693785,0.07774204,0.07774204,0.07774204,0.07774204,0.15953498,0.07774204,0.07774204,0.07774204,0.12781584,0.09071288,0.07774204
2020-08-09,101.0153718793253,-0.0002275989536428824,0.0,2.0,0.0002370652655372396,0.07495518,0.07495518,0.07495518,0.08579875,0.07495518,0.1132146,0.07495518,0.13105229,0.10779731,0.11240599,0.07495518
2020-08-10,101.24530126816596,0.0022762289736419916,0.0,2.0,0.00015096298011485487,0.06525217,0.06525217,0.06525217,0.10988321,0.06525217,0.13656543,0.06525217,0.1503007,0.11659506,0.095142536,0.06525217
2020-08-11,101.98300593908547,0.0072863344103097916,0.0,2.0,0.0001963171234820038,0.058778506,0.06889216,0.058778506,0.15977655,0.058778506,0.15977655,0.08666629,0.14305511,0.07197898,0.0747403,0.058778506
2020-08-12,102.22002508264164,0.002324125962331891,0.0,2.0,0.00026779589825309813,0.069497295,0.069497295,0.069497295,0.18516976,0.069497295,0.10467946,0.13563551,0.069497295,0.088034235,0.069497295,0.069497295
2020-08-13,102.35126374227862,0.001283896155655384,0.0,2.0,0.0002577553386799991,0.07930098,0.07930098,0.07930098,0.07930098,0.07930098,0.089721724,0.1928381,0.07930098,0.07998309,0.07930098,0.08235029
2020-08-14,102.4985690886675,0.001439205720089376,0.0,2.0,0.0001373759878333658,0.081984475,0.081984475,0.081984475,0.081984475,0.081984475,0.11734034,0.12451589,0.081984475,0.10226795,0.081984475,0.081984475
2020-08-16,102.26699263037393,-0.002259288216009736,0.0,2.0,0.00010755126277217641,0.07933128,0.07933128,0.07933128,0.07933128,0.07933128,0.13111743,0.09212806,0.09700859,0.09679932,0.10695888,0.07933128
2020-08-17,102.25100999924629,-0.00015625770902261138,0.0,2.0,0.0002158141287509352,0.07902446,0.07902446,0.07902446,0.07902446,0.107164346,0.083459824,0.07902446,0.07902446,0.14602165,0.07902446,0.11018294
2020-08-18,102.20924955934287,-0.00040843046735972166,0.0,2.0,0.0001575973437866196,0.081328414,0.081328414,0.081328414,0.081328414,0.081328414,0.14613083,0.081328414,0.081328414,0.10839336,0.081328414,0.094848536
2020-08-19,102.86569047650805,0.006422509904950857,0.0,2.0,0.00020869832951575518,0.07314805,0.07314805,0.07314805,0.07314805,0.07314805,0.10611161,0.07314805,0.07314805,0.19370332,0.074260965,0.11388767
2020-08-20,102.92123980934832,0.0005400672671385109,0.0,2.0,0.00010679411207092926,0.07748806,0.07748806,0.07748806,0.07748806,0.07748806,0.11798225,0.07855181,0.07748806,0.17197752,0.08434362,0.08221647
2020-08-21,102.75411533910689,-0.001623831456527114,0.0,2.0,0.00028207831201143563,0.062897965,0.09089545,0.062897965,0.062897965,0.062897965,0.14511761,0.06868302,0.17097442,0.118486,0.09135365,0.062897965
2020-08-23,102.71265164448403,-0.00040353104122914374,0.0,2.0,9.942916949512437e-05,0.072117835,0.10094538,0.06456068,0.06456068,0.06456068,0.1355869,0.067518115,0.17549413,0.07946704,0.11062786,0.06456068
2020-08-24,102.7271733869293,0.0001413955760654062,0.0,2.0,0.0003300524549558759,0.08356611,0.07471713,0.06966863,0.06966863,0.06966863,0.08117984,0.06966863,0.09110322,0.1544566,0.12712242,0.109180175
2020-08-25,102.75840077198968,0.00030398787930607796,0.0,2.0,0.00011968247417826205,0.06963998,0.06490736,0.06490736,0.06490736,0.06490736,0.06490736,0.06490736,0.096153535,0.1764365,0.15993345,0.10839242
2020-08-26,102.72008966025167,-0.00037282679113559425,0.0,2.0,7.690831989748403e-05,0.06473469,0.06473469,0.06473469,0.06473469,0.06473469,0.06473469,0.06473469,0.082225986,0.17596714,0.14181748,0.14684656
2020-08-27,102.70843224040841,-0.00011350996646797284,0.0,2.0,0.00012226025864947587,0.06294912,0.06294912,0.06294912,0.06294912,0.06294912,0.06294912,0.06294912,0.14335608,0.17111346,0.13457744,0.11030912
2020-08-28,102.54174515757883,-0.0016229150351136923,0.0,2.0,7.335026020882651e-05,0.06672295,0.06672295,0.06672295,0.06672295,0.06672295,0.06672295,0.06672295,0.1314156,0.1813718,0.118326105,0.10182582
2020-08-30,102.59752294373287,0.0005439113592728972,0.0,2.0,9.900736768031493e-05,0.06854619,0.06854619,0.06854619,0.06854619,0.06854619,0.06854619,0.06854619,0.16590993,0.13417155,0.11602268,0.10407251
2020-08-31,102.57852274108983,-0.00018518429715186357,-0.012756164,2.0,0.00029822421493008733,0.07621315,0.07621315,0.07621315,0.07621315,0.07621315,0.07621315,0.07621315,0.07621315,0.09471464,0.0960643,0.19951591
2020-09-01,102.65723639070659,0.0007672940846532583,0.0,2.0,5.3948471759213135e-05,0.07274564,0.07274564,0.07274564,0.07274564,0.07274564,0.07528421,0.07274564,0.07274564,0.117648974,0.10010421,0.19774318
2020-09-02,102.8103666834747,0.0014916138025000691,0.0,2.0,0.00011193965474376455,0.074651055,0.074651055,0.074651055,0.09874887,0.074651055,0.09381829,0.074651055,0.074651055,0.102876805,0.08866659,0.1679831
2020-09-03,103.03920979626693,0.002225880976766348,0.0,2.0,0.0001792770199244842,0.07065106,0.07065106,0.07065106,0.14324144,0.07065106,0.13786757,0.0757477,0.07269966,0.07335389,0.08394191,0.13054354
2020-09-04,103.11945614436175,0.0007788521470502019,0.0,2.0,0.00013208037125878036,0.06727558,0.06727558,0.06727558,0.15914108,0.06727558,0.15937921,0.104376614,0.071393274,0.06727558,0.06727558,0.102056354
2020-09-06,103.02778875634355,-0.0008889175951480865,0.0,2.0,0.0001377209700876847,0.07026831,0.07026831,0.07026831,0.11750691,0.07026831,0.14707235,0.12653264,0.0974941,0.07026831,0.07291554,0.087136924
2020-09-07,103.45470654022027,0.004143665079027414,0.0,2.0,0.00023812941799405962,0.06891085,0.08009032,0.06891085,0.06891085,0.06891085,0.1272468,0.099545434,0.18491398,0.06891085,0.09473835,0.06891085
2020-09-08,103.54822587497695,0.0009039791766554117,0.0,2.0,0.00012590817641466856,0.07095766,0.09628651,0.07095766,0.07748958,0.07095766,0.09288051,0.07095766,0.19288293,0.07095766,0.11471455,0.07095766
2020-09-09,104.04551265099501,0.004802406299859285,0.0,2.0,4.658876423491165e-05,0.0714246,0.0979793,0.0714246,0.0714246,0.0714246,0.10757406,0.07426167,0.19415222,0.0714246,0.09748512,0.0714246
2020-09-10,103.95682983073989,-0.0008523204596713185,0.0,2.0,0.00010711219510994852,0.07504999,0.08655664,0.07095824,0.07095824,0.07095824,0.07187722,0.07095824,0.19288452,0.11713127,0.10170918,0.07095824
2020-09-11,103.9416922456199,-0.00014561577700078487,0.0,2.0,0.0001030797793646343,0.09173005,0.07810377,0.06696193,0.06696193,0.06696193,0.06696193,0.06696193,0.18202141,0.1519911,0.09438213,0.06696193
