Fold,Train_Ret,Test_Ret,Train_Sharpe,Test_Sharpe
Fold_2022,2.1459112139201504,0.10924186766998334,14.354159392583966,2.5721590473881126
Fold_2023,1.8841366867004052,0.13649190184888904,8.357511325788973,7.687774677499951
Fold_2024,2.1070609598925203,0.08860353405831245,6.960871146673224,2.502642822837523
